id,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Personality
-1.7267211352829914,-0.36474161802852534,-0.09314261163642386,-0.02061979708979903,-0.7306982780588509,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.726534129149317,-0.36474161802852534,-1.594120200112386,-2.0415781108010878,-0.9745144521156311,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7263471230156424,-0.02215599119755469,1.4078349768395382,-2.0415781108010878,0.0007502441114896788,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.726160116881968,-0.36474161802852534,-0.4683870087554144,-0.02061979708979903,0.7321987662818303,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7259731107482936,-0.7073272448594959,1.4078349768395382,0.48461978133802314,-0.9745144521156311,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7257861046146192,-0.36474161802852534,0.6573461826015572,0.48461978133802314,0.7321987662818303,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7255990984809448,0.6630152624643866,-1.594120200112386,-2.0415781108010878,-1.2183306261724114,-1.0734851784059787,0.0,1.0,1.0,0.0,Introvert
-1.7254120923472702,1.0056008892953572,-1.2188758029933955,-0.5258593755176212,-1.7059629742859719,-0.7136560079882969,0.0,1.0,0.0,1.0,Introvert
-1.7252250862135958,-0.02215599119755469,0.28210178548256665,-0.5258593755176212,-0.24306592994529053,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7250380800799214,-0.36474161802852534,0.6573461826015572,-0.02061979708979903,-0.7306982780588509,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.724851073946247,-0.36474161802852534,1.0325905797205477,-0.5258593755176212,1.2198311143953908,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7246640678125724,-1.0499128716904667,-0.09314261163642386,-0.02061979708979903,0.7321987662818303,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.724477061678898,-1.0499128716904667,1.0325905797205477,-0.5258593755176212,0.4883825922250501,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7242900555452236,-0.36474161802852534,0.28210178548256665,0.48461978133802314,1.463647288452171,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7241030494115492,-0.36474161802852534,0.28210178548256665,0.9898593597658453,-0.7306982780588509,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7239160432778748,-1.0499128716904667,1.4078349768395382,-0.02061979708979903,0.7321987662818303,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7237290371442002,2.0333577697882688,-1.594120200112386,-2.0415781108010878,-1.2183306261724114,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7235420310105258,-0.36474161802852534,0.28210178548256665,-0.02061979708979903,0.7321987662818303,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7233550248768514,-0.36474161802852534,0.6573461826015572,-0.5258593755176212,0.9760149403386106,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.723168018743177,-1.0499128716904667,-0.4683870087554144,1.4950989381936675,1.463647288452171,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7229810126095024,2.3759433966192396,-1.594120200112386,-0.02061979708979903,-0.7306982780588509,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.722794006475828,-0.36474161802852534,1.4078349768395382,1.4950989381936675,-0.48688210400207077,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7226070003421536,1.3481865161263278,-0.09314261163642386,-1.0310989539454434,-0.7306982780588509,-1.0734851784059787,0.0,1.0,0.0,1.0,Introvert
-1.7224199942084792,-1.0499128716904667,-0.8436314058744049,0.9898593597658453,-0.7306982780588509,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7222329880748046,-1.0499128716904667,0.6573461826015572,0.9898593597658453,-0.24306592994529053,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7220459819411302,1.0056008892953572,-0.8436314058744049,-0.5258593755176212,-0.7306982780588509,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7218589758074558,0.3204296356334159,-0.8436314058744049,-1.5363385323732655,0.0007502441114896788,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7216719696737814,2.0333577697882688,-1.9693645972313765,-0.02061979708979903,-1.4621468002291915,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.721484963540107,-0.02215599119755469,1.4078349768395382,1.4950989381936675,0.9760149403386106,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7212979574064324,0.3204296356334159,0.28210178548256665,-0.5258593755176212,0.0007502441114896788,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.721110951272758,1.6907721429572984,-1.9693645972313765,-1.0310989539454434,-0.7306982780588509,0.006002332847066729,0.0,1.0,0.0,1.0,Introvert
-1.7209239451390836,-0.36474161802852534,1.0325905797205477,0.9898593597658453,1.463647288452171,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7207369390054092,2.0333577697882688,-0.4683870087554144,-2.0415781108010878,-1.4621468002291915,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7205499328717346,-1.0499128716904667,1.4078349768395382,-0.5258593755176212,-0.9745144521156311,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7203629267380602,-0.36474161802852534,0.28210178548256665,0.9898593597658453,1.2198311143953908,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7201759206043858,1.6907721429572984,-0.4683870087554144,-1.0310989539454434,0.0007502441114896788,-1.7931435192413423,0.0,1.0,0.0,1.0,Extrovert
-1.7199889144707114,2.0333577697882688,-1.2188758029933955,-1.0310989539454434,-1.7059629742859719,-1.7931435192413423,1.0,0.0,0.0,1.0,Introvert
-1.7198019083370368,0.3204296356334159,-1.9693645972313765,-1.0310989539454434,-1.949779148342752,-1.0734851784059787,1.0,0.0,0.0,1.0,Introvert
-1.7196149022033624,0.6630152624643866,1.0325905797205477,-0.02061979708979903,0.0007502441114896788,1.8051481849354758,1.0,0.0,1.0,0.0,Extrovert
-1.719427896069688,-0.02215599119755469,-0.09314261163642386,1.4950989381936675,-0.48688210400207077,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7192408899360136,1.3481865161263278,-1.9693645972313765,-1.0310989539454434,-1.2183306261724114,-1.7931435192413423,0.0,1.0,1.0,0.0,Introvert
-1.7190538838023393,0.3204296356334159,-1.594120200112386,-0.02061979708979903,-1.949779148342752,-1.0734851784059787,0.0,1.0,0.0,1.0,Introvert
-1.7188668776686646,-0.02215599119755469,-0.4683870087554144,-0.5258593755176212,-0.48688210400207077,1.8051481849354758,1.0,0.0,1.0,0.0,Extrovert
-1.7186798715349902,-1.0499128716904667,0.6573461826015572,-0.02061979708979903,1.707463462508951,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7184928654013158,-0.36474161802852534,1.0325905797205477,0.9898593597658453,0.4883825922250501,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7183058592676415,-0.7073272448594959,0.6573461826015572,0.48461978133802314,0.9760149403386106,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7181188531339668,-0.36474161802852534,0.28210178548256665,0.9898593597658453,-0.7306982780588509,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7179318470002924,-0.36474161802852534,0.6573461826015572,0.48461978133802314,0.4883825922250501,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.717744840866618,2.3759433966192396,-1.9693645972313765,-1.0310989539454434,-1.7059629742859719,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7175578347329437,0.6630152624643866,-1.2188758029933955,-0.5258593755176212,-1.7059629742859719,-0.7136560079882969,0.0,1.0,1.0,0.0,Introvert
-1.717370828599269,-1.0499128716904667,-0.09314261163642386,-0.02061979708979903,-0.48688210400207077,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7171838224655946,-0.7073272448594959,-0.4683870087554144,-0.02061979708979903,0.9760149403386106,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7169968163319203,-0.36474161802852534,1.4078349768395382,-0.02061979708979903,-0.48688210400207077,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7168098101982459,0.3204296356334159,1.0325905797205477,0.48461978133802314,0.0007502441114896788,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7166228040645715,-1.0499128716904667,0.28210178548256665,1.4950989381936675,1.463647288452171,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7164357979308968,2.0333577697882688,-0.09314261163642386,-0.5258593755176212,-0.9745144521156311,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7162487917972225,-0.02215599119755469,0.6573461826015572,0.9898593597658453,-0.9745144521156311,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.716061785663548,-1.0499128716904667,0.28210178548256665,-0.02061979708979903,-0.48688210400207077,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7158747795298737,-0.7073272448594959,1.0325905797205477,-0.5258593755176212,0.4883825922250501,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.715687773396199,2.7185290234502104,-1.9693645972313765,-1.0310989539454434,-1.7059629742859719,-1.0734851784059787,1.0,0.0,0.0,1.0,Introvert
-1.7155007672625247,-0.02215599119755469,0.28210178548256665,-0.02061979708979903,0.0007502441114896788,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7153137611288503,-0.36474161802852534,-0.09314261163642386,0.48461978133802314,-0.7306982780588509,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7151267549951759,-1.0499128716904667,-0.09314261163642386,0.9898593597658453,0.0007502441114896788,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7149397488615012,-0.02215599119755469,-0.8436314058744049,1.4950989381936675,-0.9745144521156311,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7147527427278269,2.3759433966192396,-1.594120200112386,-1.0310989539454434,-1.7059629742859719,-1.7931435192413423,1.0,0.0,0.0,1.0,Introvert
-1.7145657365941525,-0.7073272448594959,1.4078349768395382,1.4950989381936675,0.0007502441114896788,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.714378730460478,-0.36474161802852534,-0.09314261163642386,0.9898593597658453,-0.24306592994529053,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7141917243268037,-1.0499128716904667,1.0325905797205477,0.9898593597658453,-0.48688210400207077,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.714004718193129,2.0333577697882688,-1.594120200112386,-0.5258593755176212,-0.9745144521156311,-0.7136560079882969,1.0,0.0,0.0,1.0,Introvert
-1.7138177120594547,0.3204296356334159,-0.8436314058744049,-2.0415781108010878,-1.949779148342752,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7136307059257803,-1.0499128716904667,0.28210178548256665,0.48461978133802314,0.7321987662818303,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7134436997921059,-0.36474161802852534,0.28210178548256665,-0.5258593755176212,0.0007502441114896788,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7132566936584313,-0.7073272448594959,0.28210178548256665,0.48461978133802314,-0.24306592994529053,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7130696875247569,-0.36474161802852534,1.7830793739585287,0.9898593597658453,0.4883825922250501,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7128826813910825,1.0056008892953572,-1.2188758029933955,-2.0415781108010878,-1.4621468002291915,-1.7931435192413423,0.0,1.0,0.0,1.0,Extrovert
-1.712695675257408,-1.0499128716904667,0.28210178548256665,0.9898593597658453,0.7321987662818303,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7125086691237337,-0.36474161802852534,0.28210178548256665,0.9898593597658453,0.0007502441114896788,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.712321662990059,1.6907721429572984,-1.9693645972313765,-1.0310989539454434,-1.7059629742859719,-1.7931435192413423,0.0,1.0,1.0,0.0,Introvert
-1.7121346568563847,-0.36474161802852534,1.7830793739585287,-0.02061979708979903,0.4883825922250501,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7119476507227103,-0.36474161802852534,-0.4683870087554144,-0.02061979708979903,-0.7306982780588509,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7117606445890359,2.0333577697882688,0.28210178548256665,0.9898593597658453,1.707463462508951,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7115736384553613,-0.36474161802852534,0.28210178548256665,0.48461978133802314,-0.48688210400207077,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7113866323216869,-1.0499128716904667,1.4078349768395382,-0.02061979708979903,1.463647288452171,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7111996261880125,-0.02215599119755469,-0.4683870087554144,-0.5258593755176212,1.463647288452171,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.711012620054338,-0.02215599119755469,-0.09314261163642386,-0.5258593755176212,-0.24306592994529053,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7108256139206635,-1.0499128716904667,1.7830793739585287,-0.02061979708979903,0.24456641816826988,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.710638607786989,0.6630152624643866,-1.9693645972313765,-0.5258593755176212,-0.7306982780588509,-1.0734851784059787,0.0,1.0,0.0,1.0,Introvert
-1.7104516016533147,-0.36474161802852534,-0.4683870087554144,-0.02061979708979903,0.9760149403386106,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7102645955196403,-0.7073272448594959,-0.4683870087554144,0.48461978133802314,0.0007502441114896788,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7100775893859659,-1.0499128716904667,0.28210178548256665,0.48461978133802314,1.2198311143953908,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7098905832522913,-0.02215599119755469,-0.4683870087554144,0.9898593597658453,0.9760149403386106,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7097035771186169,2.3759433966192396,-0.09314261163642386,-1.0310989539454434,-0.9745144521156311,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7095165709849425,-0.7073272448594959,1.4078349768395382,-0.5258593755176212,0.24456641816826988,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.709329564851268,2.0333577697882688,-0.8436314058744049,-0.02061979708979903,-1.949779148342752,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7091425587175935,1.0056008892953572,-1.594120200112386,-2.0415781108010878,-1.949779148342752,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.708955552583919,1.3481865161263278,-0.8436314058744049,-1.5363385323732655,-0.7306982780588509,0.006002332847066729,0.0,1.0,0.0,1.0,Introvert
-1.7087685464502447,0.3204296356334159,0.6573461826015572,0.9898593597658453,0.7321987662818303,-0.7136560079882969,1.0,0.0,1.0,0.0,Introvert
-1.7085815403165703,-0.7073272448594959,0.28210178548256665,-0.5258593755176212,0.24456641816826988,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7083945341828957,-0.02215599119755469,-0.4683870087554144,1.4950989381936675,-0.24306592994529053,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7082075280492213,-0.7073272448594959,1.4078349768395382,-0.02061979708979903,-0.48688210400207077,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7080205219155469,-0.7073272448594959,-0.4683870087554144,0.9898593597658453,0.0007502441114896788,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7078335157818725,-0.36474161802852534,-0.4683870087554144,-0.02061979708979903,1.707463462508951,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.707646509648198,2.3759433966192396,-1.9693645972313765,-0.02061979708979903,-1.949779148342752,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.7074595035145235,-0.36474161802852534,1.4078349768395382,-0.02061979708979903,1.707463462508951,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.707272497380849,-0.36474161802852534,1.0325905797205477,0.48461978133802314,1.707463462508951,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7070854912471747,-1.0499128716904667,-0.09314261163642386,1.4950989381936675,-0.24306592994529053,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7068984851135003,-0.02215599119755469,-0.4683870087554144,0.9898593597658453,1.2198311143953908,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7067114789798257,-0.02215599119755469,1.4078349768395382,0.9898593597658453,0.7321987662818303,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7065244728461513,-0.7073272448594959,1.4078349768395382,-0.5258593755176212,0.9760149403386106,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7063374667124769,-1.0499128716904667,-0.8436314058744049,-0.5258593755176212,-0.9745144521156311,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7061504605788025,-0.02215599119755469,1.0325905797205477,1.4950989381936675,0.0007502441114896788,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7059634544451279,2.7185290234502104,-1.2188758029933955,-1.0310989539454434,-1.4621468002291915,-1.0734851784059787,1.0,0.0,0.0,1.0,Extrovert
-1.7057764483114535,0.3204296356334159,0.6573461826015572,0.9898593597658453,0.7321987662818303,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.705589442177779,-0.36474161802852534,1.0325905797205477,0.9898593597658453,0.7321987662818303,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7054024360441047,-0.7073272448594959,0.6573461826015572,-0.02061979708979903,0.9760149403386106,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.7052154299104303,-0.7073272448594959,-0.8436314058744049,0.9898593597658453,0.9760149403386106,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7050284237767557,-0.02215599119755469,-0.4683870087554144,-0.02061979708979903,0.24456641816826988,1.445319014517794,1.0,0.0,1.0,0.0,Extrovert
-1.7048414176430813,-0.7073272448594959,-0.4683870087554144,0.48461978133802314,0.0007502441114896788,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7046544115094069,-0.7073272448594959,0.6573461826015572,-0.02061979708979903,1.463647288452171,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.7044674053757325,1.3481865161263278,-0.8436314058744049,-1.5363385323732655,-1.2183306261724114,0.006002332847066729,0.0,1.0,0.0,1.0,Introvert
-1.7042803992420579,-0.7073272448594959,1.4078349768395382,-0.5258593755176212,0.7321987662818303,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
-1.7040933931083835,-1.0499128716904667,-0.4683870087554144,0.9898593597658453,0.0007502441114896788,-0.7136560079882969,1.0,0.0,1.0,0.0,Introvert
-1.703906386974709,1.0056008892953572,-0.09314261163642386,-1.5363385323732655,-1.2183306261724114,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7037193808410347,1.3481865161263278,-1.9693645972313765,-1.0310989539454434,-1.949779148342752,-1.0734851784059787,1.0,0.0,0.0,1.0,Introvert
-1.7035323747073603,-0.36474161802852534,-1.594120200112386,-1.0310989539454434,-1.2183306261724114,-0.7136560079882969,0.0,1.0,0.0,1.0,Introvert
-1.7033453685736857,-1.0499128716904667,0.28210178548256665,-0.5258593755176212,0.4883825922250501,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7031583624400113,-0.36474161802852534,-0.4683870087554144,1.4950989381936675,-0.7306982780588509,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.702971356306337,2.3759433966192396,-1.9693645972313765,-1.5363385323732655,0.0007502441114896788,-1.0734851784059787,0.0,1.0,0.0,1.0,Introvert
-1.7027843501726625,2.3759433966192396,-1.9693645972313765,-2.0415781108010878,-0.9745144521156311,-1.0734851784059787,0.0,1.0,0.0,1.0,Introvert
-1.7025973440389879,-0.02215599119755469,-0.09314261163642386,0.48461978133802314,-0.24306592994529053,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.7024103379053135,2.7185290234502104,-1.9693645972313765,-1.0310989539454434,-0.9745144521156311,0.006002332847066729,0.0,1.0,1.0,0.0,Introvert
-1.702223331771639,2.3759433966192396,-0.8436314058744049,-2.0415781108010878,-1.4621468002291915,-1.7931435192413423,1.0,0.0,0.0,1.0,Introvert
-1.7020363256379647,-1.0499128716904667,1.4078349768395382,0.48461978133802314,1.707463462508951,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.70184931950429,-0.36474161802852534,0.28210178548256665,0.48461978133802314,0.4883825922250501,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7016623133706157,-1.0499128716904667,0.6573461826015572,1.4950989381936675,1.707463462508951,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7014753072369413,0.3204296356334159,-1.2188758029933955,-2.0415781108010878,-1.949779148342752,-1.7931435192413423,0.0,1.0,0.0,1.0,Introvert
-1.701288301103267,-0.36474161802852534,1.4078349768395382,-0.5258593755176212,1.463647288452171,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.7011012949695925,1.0056008892953572,-0.09314261163642386,-2.0415781108010878,0.0007502441114896788,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.7009142888359179,-0.7073272448594959,0.6573461826015572,-0.5258593755176212,0.0007502441114896788,1.0854898441001122,1.0,0.0,1.0,0.0,Extrovert
-1.7007272827022435,-0.02215599119755469,0.28210178548256665,-0.02061979708979903,1.2198311143953908,-0.3538268375706151,1.0,0.0,1.0,0.0,Extrovert
-1.700540276568569,1.3481865161263278,-0.8436314058744049,-0.02061979708979903,-0.9745144521156311,-1.0734851784059787,0.0,1.0,1.0,0.0,Introvert
-1.7003532704348947,1.3481865161263278,-1.594120200112386,-1.5363385323732655,-1.949779148342752,-1.4333143488236606,0.0,1.0,0.0,1.0,Introvert
-1.70016626430122,-0.7073272448594959,-0.09314261163642386,-0.5258593755176212,0.9760149403386106,0.36583150326474856,1.0,0.0,1.0,0.0,Extrovert
-1.6999792581675457,-0.36474161802852534,0.6573461826015572,-0.02061979708979903,0.7321987662818303,0.006002332847066729,1.0,0.0,1.0,0.0,Extrovert
-1.6997922520338713,-0.36474161802852534,1.0325905797205477,0.9898593597658453,0.7321987662818303,-0.7136560079882969,1.0,0.0,1.0,0.0,Extrovert
-1.699605245900197,-0.36474161802852534,1.4078349768395382,0.9898593597658453,0.9760149403386106,0.7256606736824304,1.0,0.0,1.0,0.0,Extrovert
